"","par","est","se","true","method","id","seed","n","skew","ncat","admissible","time"
"1","X=~x1",0.827441955644898,0.0900943701288119,0.8,"MC-OrdPLSc",601,2620341,200,"Symmetric","2",TRUE,13.2799999999988
"2","X=~x2",0.783956960855334,0.0930000562514469,0.8,"MC-OrdPLSc",601,2620341,200,"Symmetric","2",TRUE,13.2799999999988
"3","X=~x3",0.853443593156895,0.0889838076930171,0.8,"MC-OrdPLSc",601,2620341,200,"Symmetric","2",TRUE,13.2799999999988
"4","Z=~z1",0.705765315426576,0.105416380268443,0.8,"MC-OrdPLSc",601,2620341,200,"Symmetric","2",TRUE,13.2799999999988
"5","Z=~z2",0.620390260025757,0.0943433752921084,0.8,"MC-OrdPLSc",601,2620341,200,"Symmetric","2",TRUE,13.2799999999988
"6","Z=~z3",0.969734789153513,0.107638900520085,0.8,"MC-OrdPLSc",601,2620341,200,"Symmetric","2",TRUE,13.2799999999988
"7","Y=~y1",0.773104646878113,0.0754384026965524,0.8,"MC-OrdPLSc",601,2620341,200,"Symmetric","2",TRUE,13.2799999999988
"8","Y=~y2",0.870169644728128,0.0781726342998225,0.8,"MC-OrdPLSc",601,2620341,200,"Symmetric","2",TRUE,13.2799999999988
"9","Y=~y3",0.697575548458877,0.0924783617985822,0.8,"MC-OrdPLSc",601,2620341,200,"Symmetric","2",TRUE,13.2799999999988
"10","Y~X",0.361951761781132,0.0918786919336298,0.4,"MC-OrdPLSc",601,2620341,200,"Symmetric","2",TRUE,13.2799999999988
"11","Y~Z",0.480469459369955,0.0872863374161724,0.5,"MC-OrdPLSc",601,2620341,200,"Symmetric","2",TRUE,13.2799999999988
"12","Y~X:Z",0.207959195779473,0.14644979264961,0.3,"MC-OrdPLSc",601,2620341,200,"Symmetric","2",TRUE,13.2799999999988
"13","X~~Z",0.15732062031649,0.108048867836992,0.2,"MC-OrdPLSc",601,2620341,200,"Symmetric","2",TRUE,13.2799999999988
"14","X=~x1",0.751313990970496,0.125984691361811,0.8,"PLSc",601,2620341,200,"Symmetric","2",TRUE,3.22000000000116
"15","X=~x2",0.596792227857254,0.162443027894572,0.8,"PLSc",601,2620341,200,"Symmetric","2",TRUE,3.22000000000116
"16","X=~x3",0.706898423242531,0.133262577453535,0.8,"PLSc",601,2620341,200,"Symmetric","2",TRUE,3.22000000000116
"17","Z=~z1",0.553094327386815,0.117859513253386,0.8,"PLSc",601,2620341,200,"Symmetric","2",TRUE,3.22000000000116
"18","Z=~z2",0.504698693236001,0.124127048823071,0.8,"PLSc",601,2620341,200,"Symmetric","2",TRUE,3.22000000000116
"19","Z=~z3",0.844190834737813,0.109657441470292,0.8,"PLSc",601,2620341,200,"Symmetric","2",TRUE,3.22000000000116
"20","Y=~y1",0.666300344948904,0.0879070290460957,0.8,"PLSc",601,2620341,200,"Symmetric","2",TRUE,3.22000000000116
"21","Y=~y2",0.754097956906546,0.0869871693814556,0.8,"PLSc",601,2620341,200,"Symmetric","2",TRUE,3.22000000000116
"22","Y=~y3",0.493666185313223,0.099856250518709,0.8,"PLSc",601,2620341,200,"Symmetric","2",TRUE,3.22000000000116
"23","Y~X",0.345558770479124,0.101004222568343,0.4,"PLSc",601,2620341,200,"Symmetric","2",TRUE,3.22000000000116
"24","Y~Z",0.44166687408562,0.0928747535497138,0.5,"PLSc",601,2620341,200,"Symmetric","2",TRUE,3.22000000000116
"25","Y~X:Z",0.149997896602606,0.10866518171453,0.3,"PLSc",601,2620341,200,"Symmetric","2",TRUE,3.22000000000116
"26","X~~Z",0.141692659084313,0.102084150588048,0.2,"PLSc",601,2620341,200,"Symmetric","2",TRUE,3.22000000000116
"27","X=~x1",0.808708287892632,0.0499873120904806,0.8,"PLS",601,2620341,200,"Symmetric","2",TRUE,2.10000000000582
"28","X=~x2",0.781998309299288,0.0727205315186952,0.8,"PLS",601,2620341,200,"Symmetric","2",TRUE,2.10000000000582
"29","X=~x3",0.822989738907698,0.0473616302699241,0.8,"PLS",601,2620341,200,"Symmetric","2",TRUE,2.10000000000582
"30","Z=~z1",0.749738023958435,0.0630345889118415,0.8,"PLS",601,2620341,200,"Symmetric","2",TRUE,2.10000000000582
"31","Z=~z2",0.675626208259036,0.080220192489977,0.8,"PLS",601,2620341,200,"Symmetric","2",TRUE,2.10000000000582
"32","Z=~z3",0.873094320106183,0.0346315694315715,0.8,"PLS",601,2620341,200,"Symmetric","2",TRUE,2.10000000000582
"33","Y=~y1",0.778157572632971,0.048653308702048,0.8,"PLS",601,2620341,200,"Symmetric","2",TRUE,2.10000000000582
"34","Y=~y2",0.829744984713601,0.0357925998421412,0.8,"PLS",601,2620341,200,"Symmetric","2",TRUE,2.10000000000582
"35","Y=~y3",0.72398710059246,0.06233678354999,0.8,"PLS",601,2620341,200,"Symmetric","2",TRUE,2.10000000000582
"36","Y~X",0.254125688124821,0.0659554978497534,0.4,"PLS",601,2620341,200,"Symmetric","2",TRUE,2.10000000000582
"37","Y~Z",0.32719131011639,0.0594535617566225,0.5,"PLS",601,2620341,200,"Symmetric","2",TRUE,2.10000000000582
"38","Y~X:Z",0.0889901802008645,0.0636525182600147,0.3,"PLS",601,2620341,200,"Symmetric","2",TRUE,2.10000000000582
"39","X~~Z",0.103660666776654,0.0757788598125971,0.2,"PLS",601,2620341,200,"Symmetric","2",TRUE,2.10000000000582
"40","X=~x1",0.752,0.073,0.8,"Mplus",601,2620341,200,"Symmetric","2",TRUE,55.1999999999971
"41","X=~x2",0.824,0.07,0.8,"Mplus",601,2620341,200,"Symmetric","2",TRUE,55.1999999999971
"42","X=~x3",0.856,0.067,0.8,"Mplus",601,2620341,200,"Symmetric","2",TRUE,55.1999999999971
"43","Z=~z1",0.699,0.087,0.8,"Mplus",601,2620341,200,"Symmetric","2",TRUE,55.1999999999971
"44","Z=~z2",0.584,0.091,0.8,"Mplus",601,2620341,200,"Symmetric","2",TRUE,55.1999999999971
"45","Z=~z3",0.938,0.083,0.8,"Mplus",601,2620341,200,"Symmetric","2",TRUE,55.1999999999971
"46","Y=~y1",0.728,0.083,0.8,"Mplus",601,2620341,200,"Symmetric","2",TRUE,55.1999999999971
"47","Y=~y2",0.857,0.074,0.8,"Mplus",601,2620341,200,"Symmetric","2",TRUE,55.1999999999971
"48","Y=~y3",0.71,0.081,0.8,"Mplus",601,2620341,200,"Symmetric","2",TRUE,55.1999999999971
"49","Y~X",0.364,0.097,0.4,"Mplus",601,2620341,200,"Symmetric","2",TRUE,55.1999999999971
"50","Y~Z",0.473,0.093,0.5,"Mplus",601,2620341,200,"Symmetric","2",TRUE,55.1999999999971
"51","Y~X:Z",0.225,0.134,0.3,"Mplus",601,2620341,200,"Symmetric","2",TRUE,55.1999999999971
"52","X~~Z",0.168,0.106,0.2,"Mplus",601,2620341,200,"Symmetric","2",TRUE,55.1999999999971
"53","X=~x1",0.535847991957645,0.286439561154924,0.5,"MC-OrdPLSc",602,6251616,200,"Symmetric","2",TRUE,19.5
"54","X=~x2",0.307102275325429,0.313722655410105,0.5,"MC-OrdPLSc",602,6251616,200,"Symmetric","2",TRUE,19.5
"55","X=~x3",0.677475756709922,0.532391885419728,0.5,"MC-OrdPLSc",602,6251616,200,"Symmetric","2",TRUE,19.5
"56","Z=~z1",0.433116211796187,0.233928673363947,0.5,"MC-OrdPLSc",602,6251616,200,"Symmetric","2",TRUE,19.5
"57","Z=~z2",0.528918372471395,0.251266428637732,0.5,"MC-OrdPLSc",602,6251616,200,"Symmetric","2",TRUE,19.5
"58","Z=~z3",0.609460526995379,0.2961937262119,0.5,"MC-OrdPLSc",602,6251616,200,"Symmetric","2",TRUE,19.5
"59","Y=~y1",0.755069937042966,0.253954866138249,0.5,"MC-OrdPLSc",602,6251616,200,"Symmetric","2",TRUE,19.5
"60","Y=~y2",0.608391677424288,0.195851106366503,0.5,"MC-OrdPLSc",602,6251616,200,"Symmetric","2",TRUE,19.5
"61","Y=~y3",0.451240231621766,0.184864524908515,0.5,"MC-OrdPLSc",602,6251616,200,"Symmetric","2",TRUE,19.5
"62","Y~X",0.446727923088025,0.252484403486488,0.4,"MC-OrdPLSc",602,6251616,200,"Symmetric","2",TRUE,19.5
"63","Y~Z",0.528174127619685,0.247097160710058,0.5,"MC-OrdPLSc",602,6251616,200,"Symmetric","2",TRUE,19.5
"64","Y~X:Z",0.593242248674444,0.294728353340379,0.3,"MC-OrdPLSc",602,6251616,200,"Symmetric","2",TRUE,19.5
"65","X~~Z",0.209956533908579,0.209864936899346,0.2,"MC-OrdPLSc",602,6251616,200,"Symmetric","2",TRUE,19.5
"66","X=~x1",0.434771107641592,0.195596960134049,0.5,"PLSc",602,6251616,200,"Symmetric","2",TRUE,4.33999999999651
"67","X=~x2",0.126203506679068,0.228662776391128,0.5,"PLSc",602,6251616,200,"Symmetric","2",TRUE,4.33999999999651
"68","X=~x3",0.55314284029835,0.198762618880514,0.5,"PLSc",602,6251616,200,"Symmetric","2",TRUE,4.33999999999651
"69","Z=~z1",0.330992379176211,0.171244903255874,0.5,"PLSc",602,6251616,200,"Symmetric","2",TRUE,4.33999999999651
